ID,CsquareCode,LOICZID,NLimit,Slimit,WLimit,ELimit,CenterLat,CenterLong,CellArea,OceanArea,PWater,ClimZoneCode,FAOAreaM,FAOAreaIn,CountryMain,CountrySecond,CountryThird,CountrySubMain,CountrySubSecond,CountrySubThird,EEZ,LME,LMEBorder,MEOW,OceanBasin,IslandsNo,Area0_20,Area20_40,Area40_60,Area60_80,Area80_100,AreaBelow100,ElevationMin,ElevationMax,ElevationMean,ElevationSD,DepthMin,DepthMax,DepthMean,DepthSD,SSTAnMean,SBTAnMean,SalinityMean,SalinityBMean,PrimProdMean,IceConAnn,OxyMean,OxyBMean,LandDist,Shelf,Slope,Abyssal,TidalRange,Coral,Estuary,Seamount,MPA
198372,7010:100:1,129040,0.5,0,-100.5,-100,0.25,-100.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,2766,3423,3297,88.8,24.0539512634277,1.37499403953552,34.5306854248047,34.6815299987793,15.4100004583597,0,207.249542236328,133.749359130859,1001,0,3091.036,0,-9999,0,0,0,NA
198373,7010:100:2,129039,0.5,0,-101,-100.5,0.25,-100.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,2998,3355,3247,47.59,24.0518360137939,1.37489902973175,34.5430221557617,34.6847152709961,15.4069997370243,0,207.239135742188,133.856369018555,1056,0,3091.036,0,-9999,0,0,0,NA
198374,7010:100:3,128320,1,0.5,-100.5,-100,0.75,-100.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3215,3513,3338,59.81,24.6286716461182,1.37836503982544,34.3812484741211,34.6830444335938,13.6559996753931,0,207.769638061523,132.720199584961,1002,0,3090.8,0,-9999,0,0,0,NA
198375,7010:100:4,128319,1,0.5,-101,-100.5,0.75,-100.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3134,3419,3283,60.1,24.6030960083008,1.37874102592468,34.3967361450195,34.6859664916992,13.6900003999472,0,207.772689819336,132.462341308594,1058,0,3090.8,0,-9999,0,0,0,NA
198376,7010:101:1,129038,0.5,0,-101.5,-101,0.25,-101.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3150,3347,3252,36.1,24.0526123046875,1.38502705097198,34.5563926696777,34.6730003356934,15.4250003397465,0,207.238571166992,133.816650390625,1112,0,3091.036,0,-9999,0,0,0,NA
198377,7010:101:2,129037,0.5,0,-102,-101.5,0.25,-101.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3029,3378,3205,50.25,24.0299777984619,1.3833669424057,34.5685424804688,34.6730003356934,15.451000072062,0,207.24674987793,134.174133300781,1168,0,3091.036,0,-9999,0,0,0,NA
198378,7010:101:3,128318,1,0.5,-101.5,-101,0.75,-101.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,2935,3402,3265,55.28,24.5951061248779,1.37716603279114,34.4117202758789,34.6863746643066,13.7259997427464,0,207.767135620117,132.780288696289,1113,0,3090.8,0,-9999,0,0,0,NA
198379,7010:101:4,128317,1,0.5,-102,-101.5,0.75,-101.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3080,3446,3224,70.81,24.5580883026123,1.38692498207092,34.4264755249023,34.6730003356934,13.7689998373389,0,207.765426635742,132.905014038086,1169,0,3090.8,0,-9999,0,0,0,NA
198380,7010:102:1,129036,0.5,0,-102.5,-102,0.25,-102.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,2895,3301,3143,104.17,24.0259418487549,1.38167798519135,34.5791130065918,34.6730003356934,15.468000434339,0,207.257095336914,134.707077026367,1223,0,3091.036,0,-9999,0,0,0,NA
198381,7010:102:2,129035,0.5,0,-103,-102.5,0.25,-102.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3153,3438,3292,53.24,24.0051441192627,1.38131105899811,34.5881385803223,34.6730003356934,15.4710002243519,0,207.265289306641,135.380737304688,1279,0,3091.036,0,-9999,0,0,0,NA
198382,7010:102:3,128316,1,0.5,-102.5,-102,0.75,-102.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,2886,3459,3175,121.91,24.5438175201416,1.46036398410797,34.4400863647461,34.6730003356934,13.8219995424151,0,207.77961730957,132.802551269531,1224,0,3090.8,0,-9999,0,0,0,NA
198383,7010:102:4,128315,1,0.5,-103,-102.5,0.75,-102.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,2904,3445,3319,88.56,24.5369777679443,1.3808000087738,34.4521179199219,34.6730003356934,13.8849997892976,0,207.816879272461,134.472961425781,1280,0,3090.8,0,-9999,0,0,0,NA
198384,7010:103:1,129034,0.5,0,-103.5,-103,0.25,-103.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3273,3473,3376,36.86,24.0178699493408,1.32486605644226,34.5972862243652,34.6870460510254,15.4649997130036,0,207.265289306641,136.823806762695,1334,0,3091.036,0,-9999,0,0,0,NA
198385,7010:103:2,129033,0.5,0,-104,-103.5,0.25,-103.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3364,3568,3436,30.86,24.0267009735107,1.31495797634125,34.6055297851563,34.686824798584,15.4600003734231,0,207.2607421875,137.655563354492,1323,0,3091.036,0,-9999,0,0,0,NA
198386,7010:103:3,128314,1,0.5,-103.5,-103,0.75,-103.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3269,3587,3403,52.45,24.5435237884521,1.32475602626801,34.4627304077148,34.6864166259766,13.9389997348189,0,207.850021362305,136.003936767578,1303,0,3090.8,0,-9999,0,0,0,NA
198387,7010:103:4,128313,1,0.5,-104,-103.5,0.75,-103.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3316,3633,3474,41.29,24.5463485717773,1.31510496139526,34.4726753234863,34.6862678527832,13.9790000393987,0,207.866470336914,136.888473510742,1274,0,3090.8,0,-9999,0,0,0,NA
198388,7010:104:1,129032,0.5,0,-104.5,-104,0.25,-104.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3402,3605,3498,37.73,24.0389633178711,1.25929796695709,34.6146202087402,34.6867523193359,15.4459998011589,0,207.254791259766,138.861999511719,1297,0,3091.036,0,-9999,0,0,0,NA
198389,7010:104:2,129031,0.5,0,-105,-104.5,0.25,-104.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3455,3716,3568,48.95,24.0417404174805,1.2530620098114,34.6267013549805,34.6865692138672,15.4309999197721,0,207.24299621582,139.285598754883,1274,0,3091.036,0,-9999,0,0,0,NA
198390,7010:104:3,128312,1,0.5,-104.5,-104,0.75,-104.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3445,3595,3502,26.59,24.5178394317627,1.2583509683609,34.4829368591309,34.6860847473145,14.0049997717142,0,207.879745483398,138.364044189453,1248,0,3090.8,0,-9999,0,0,0,NA
198391,7010:104:4,128311,1,0.5,-105,-104.5,0.75,-104.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3462,3680,3564,35.03,24.5099220275879,1.19618403911591,34.494815826416,34.6858253479004,14.0239996835589,0,207.890594482422,140.111785888672,1223,0,3090.8,0,-9999,0,0,0,NA
198392,7010:110:1,127600,1.5,1,-100.5,-100,1.25,-100.25,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,2809,3694,3455,147.2,25.2760925292969,1.3739800453186,34.2059440612793,34.6786003112793,11.5550002083182,0,207.728729248047,130.543670654297,1002,0,3090.33,0,-9999,0,0,0,NA
198393,7010:110:2,127599,1.5,1,-101,-100.5,1.25,-100.75,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,2859,3784,3355,156.42,25.2255229949951,1.33968496322632,34.2253952026367,34.6849670410156,11.602999642491302,0,207.742172241211,132.90266418457,1058,0,3090.33,0,-9999,0,0,0,NA
198394,7010:110:3,126880,2,1.5,-100.5,-100,1.75,-100.25,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,2320,3893,3224,279.8,25.8593330383301,1.19477605819702,34.0455589294434,34.6752967834473,9.82700008898973,0,207.278366088867,138.237014770508,1000,0,3089.624,0,-9999,0,0,3,NA
198395,7010:110:4,126879,2,1.5,-101,-100.5,1.75,-100.75,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,2775,3865,3313,182.87,25.8097400665283,1.40617203712463,34.0690498352051,34.6730003356934,9.86200012266636,0,207.292251586914,130.746398925781,1056,0,3089.624,0,-9999,0,0,0,NA
198396,7010:111:1,127598,1.5,1,-101.5,-101,1.25,-101.25,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,1930,3925,3172,290.16,25.2023067474365,1.39649999141693,34.2443008422852,34.6730003356934,11.6529995575547,0,207.757461547852,131.628295898438,1113,0,3090.33,0,-9999,0,0,1,NA
198397,7010:111:2,127597,1.5,1,-102,-101.5,1.25,-101.75,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,2335,3411,3113,214.59,25.1829738616943,1.38978600502014,34.2631149291992,34.6730003356934,11.7039997130632,0,207.780166625977,132.111480712891,1169,0,3090.33,0,-9999,0,0,0,NA
198398,7010:111:3,126878,2,1.5,-101.5,-101,1.75,-101.25,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,2450,4133,3362,279.94,25.7925033569336,1.45448899269104,34.0918121337891,34.6730003356934,9.89000033587217,0,207.311141967773,130.207702636719,1111,0,2845.46476530006,244.159234699941,-9999,0,0,0,NA
198399,7010:111:4,126877,2,1.5,-102,-101.5,1.75,-101.75,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,2745,3954,3311,157.95,25.7831897735596,1.37113702297211,34.1148452758789,34.6852264404297,9.92400012910366,0,207.33415222168,131.885375976563,1167,0,3089.624,0,-9999,0,0,0,NA
198400,7010:112:1,127596,1.5,1,-102.5,-102,1.25,-102.25,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,2817,3361,3205,101.05,25.1613254547119,1.3853919506073,34.2816276550293,34.6730003356934,11.7619996890426,0,207.809387207031,132.796966552734,1224,0,3090.33,0,-9999,0,0,0,NA
198401,7010:112:2,127595,1.5,1,-103,-102.5,1.25,-102.75,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,3167,3415,3310,47.04,25.1531734466553,1.33319795131683,34.2978668212891,34.6856727600098,11.832999996841,0,207.848724365234,134.980834960938,1280,0,3090.33,0,-9999,0,0,0,NA
198402,7010:112:3,126876,2,1.5,-102.5,-102,1.75,-102.25,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,2926,4060,3226,196.46,25.7663078308105,1.38317394256592,34.1377754211426,34.6730003356934,9.95600037276745,0,207.35920715332,132.543640136719,1223,0,2926.15183068783,163.472169312169,-9999,0,0,0,NA
198403,7010:112:4,126875,2,1.5,-103,-102.5,1.75,-102.75,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,2801,3457,3282,102.63,25.756290435791,1.33447897434235,34.1593742370605,34.6851844787598,9.99299995601177,0,207.389755249023,134.616882324219,1243,0,3089.624,0,-9999,0,0,0,NA
198404,7010:113:1,127594,1.5,1,-103.5,-103,1.25,-103.25,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,3277,3551,3394,49.36,25.1560363769531,1.26303398609161,34.3122444152832,34.6855964660645,11.913999915123,0,207.89274597168,137.41340637207,1256,0,3090.33,0,-9999,0,0,0,NA
198405,7010:113:2,127593,1.5,1,-104,-103.5,1.25,-103.75,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,3266,3609,3438,57.2,25.1531162261963,1.26216304302216,34.327091217041,34.6855239868164,11.9839999824762,0,207.923461914063,137.509231567383,1227,0,3090.33,0,-9999,0,0,0,NA
198406,7010:113:3,126874,2,1.5,-103.5,-103,1.75,-103.25,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,3089,3514,3369,62.26,25.7335834503174,1.32831299304962,34.1796073913574,34.6851844787598,10.049999691546,0,207.431198120117,135.059707641602,1210,0,3089.624,0,-9999,0,0,0,NA
198407,7010:113:4,126873,2,1.5,-104,-103.5,1.75,-103.75,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,3284,3533,3423,48.2,25.7213668823242,1.31567800045013,34.1993980407715,34.6851463317871,10.1020000874996,0,207.47053527832,136.077178955078,1179,0,3089.624,0,-9999,0,0,0,NA
198408,7010:114:1,127592,1.5,1,-104.5,-104,1.25,-104.25,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,3345,3646,3484,44.28,25.1233596801758,1.26014697551727,34.3426551818848,34.6854476928711,12.0329996570945,0,207.954925537109,137.719543457031,1199,0,3090.33,0,-9999,0,0,0,NA
198409,7010:114:2,127591,1.5,1,-105,-104.5,1.25,-104.75,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,3448,3658,3544,40.12,25.1165561676025,1.25327098369598,34.3588638305664,34.6853713989258,12.0649999007583,0,207.989227294922,138.240753173828,1173,0,3090.33,0,-9999,0,0,0,NA
198410,7010:114:3,126872,2,1.5,-104.5,-104,1.75,-104.25,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,3358,3572,3458,24.15,25.7079029083252,1.25796496868134,34.2206001281738,34.6851463317871,10.156000033021,0,207.506561279297,137.29460144043,1150,0,3089.624,0,-9999,0,0,0,NA
198411,7010:114:4,126871,2,1.5,-105,-104.5,1.75,-104.75,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,3160,3618,3513,62.03,25.7028388977051,1.25078594684601,34.2439002990723,34.6850357055664,10.2009996771812,0,207.546096801758,137.845504760742,1124,0,3089.624,0,-9999,0,0,0,NA
198412,7010:120:1,126160,2.5,2,-100.5,-100,2.25,-100.25,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,2527,3845,3219,312.13,26.3112468719482,1.38354098796844,33.9501762390137,34.6729278564453,8.68699979037046,0,206.719436645508,130.969390869141,1002,0,3088.682,0,-9999,0,0,1,NA
198413,7010:120:2,126159,2.5,2,-101,-100.5,2.25,-100.75,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,2464,3819,3106,284.78,26.2816314697266,1.37951695919037,33.9804229736328,34.6793746948242,8.70299991220236,0,206.718383789063,131.198654174805,1057,0,3088.682,0,-9999,0,0,0,NA
198414,7010:120:3,125440,3,2.5,-100.5,-100,2.75,-100.25,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,2661,4041,3374,205.9,26.6043853759766,1.20962202548981,33.9182090759277,34.66943359375,7.94799998402596,0,206.19384765625,136.224899291992,1007,0,2995.77477898551,91.7302210144928,-9999,0,0,0,NA
198415,7010:120:4,125439,3,2.5,-101,-100.5,2.75,-100.75,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,2318,4047,3321,254.11,26.5910453796387,1.37222695350647,33.9532852172852,34.6777076721191,7.960000075399881,0,206.183715820313,130.906890869141,1062,0,3003.57629265471,83.9287073452863,-9999,0,0,0,NA
198416,7010:121:1,126158,2.5,2,-101.5,-101,2.25,-101.25,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,2245,5065,3328,563.82,26.2669353485107,1.18857395648956,34.0095748901367,34.6728858947754,8.69899988174438,0,206.719253540039,137.206451416016,1113,0,1922.21167021277,1166.47032978723,-9999,0,0,5,NA
198417,7010:121:2,126157,2.5,2,-102,-101.5,2.25,-101.75,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,2444,4928,3266,292.24,26.2653751373291,1.36826300621033,34.0366668701172,34.6850357055664,8.70500039309263,0,206.718933105469,131.789535522461,1168,0,1934.77825764895,1153.90374235105,-9999,0,0,0,NA
198418,7010:121:3,125438,3,2.5,-101.5,-101,2.75,-101.25,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,2318,3753,3331,197.45,26.5949039459229,1.33738696575165,33.9861450195313,34.6822242736816,7.942999713122839,0,206.170928955078,132.743835449219,1117,0,3087.505,0,-9999,0,0,0,NA
198419,7010:121:4,125437,3,2.5,-102,-101.5,2.75,-101.75,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,3088,3484,3276,70.83,26.5966281890869,1.3660980463028,34.017894744873,34.685001373291,7.930999621748921,0,206.164138793945,131.762100219727,1172,0,3087.505,0,-9999,0,0,0,NA
198420,7010:122:1,126156,2.5,2,-102.5,-102,2.25,-102.25,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,2950,3456,3202,85.01,26.2488842010498,1.37832796573639,34.0622024536133,34.6730003356934,8.71600024402142,0,206.724609375,132.519393920898,1224,0,3088.682,0,-9999,0,0,0,NA
198421,7010:122:2,126155,2.5,2,-103,-102.5,2.25,-102.75,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,3003,3505,3304,81.29,26.2375812530518,1.33251798152924,34.0866508483887,34.6850357055664,8.73399991542101,0,206.745880126953,134.445327758789,1199,0,3088.682,0,-9999,0,0,0,NA
198422,7010:122:3,125436,3,2.5,-102.5,-102,2.75,-102.25,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,3053,3445,3215,72.08,26.5660171508789,1.34781396389008,34.0480918884277,34.685001373291,7.926999591290951,0,206.169219970703,133.009582519531,1193,0,3087.505,0,-9999,0,0,0,NA
198423,7010:122:4,125435,3,2.5,-103,-102.5,2.75,-102.75,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,3117,3514,3316,72.76,26.5510578155518,1.32277703285217,34.0745849609375,34.685001373291,7.922999560832981,0,206.188873291016,134.634902954102,1156,0,3087.505,0,-9999,0,0,0,NA
198424,7010:123:1,126154,2.5,2,-103.5,-103,2.25,-103.25,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,3268,3645,3413,68.38,26.2118320465088,1.25444197654724,34.1103973388672,34.6850357055664,8.76399967819452,0,206.788040161133,136.888092041016,1165,0,3088.682,0,-9999,0,0,0,NA
198425,7010:123:2,126153,2.5,2,-104,-103.5,2.25,-103.75,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,3310,3618,3477,59.17,26.1890602111816,1.31394195556641,34.1341819763184,34.685001373291,8.80100019276142,0,206.839736938477,135.968780517578,1133,0,3088.682,0,-9999,0,0,0,NA
198426,7010:123:3,125434,3,2.5,-103.5,-103,2.75,-103.25,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,3305,3536,3422,44.13,26.5357894897461,1.24781405925751,34.0967292785645,34.685001373291,7.9319998621940595,0,206.227325439453,136.831649780273,1121,0,3087.505,0,-9999,0,0,0,NA
198427,7010:123:4,125433,3,2.5,-104,-103.5,2.75,-103.75,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,3406,3638,3497,51.73,26.5176982879639,1.24797105789185,34.1177558898926,34.685001373291,7.9579995945096,0,206.281402587891,136.878112792969,1087,0,3087.505,0,-9999,0,0,0,NA
198428,7010:124:1,126152,2.5,2,-104.5,-104,2.25,-104.25,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,3332,3656,3504,48.27,26.1827239990234,1.25308895111084,34.1562767028809,34.685001373291,8.84099956601858,0,206.893661499023,137.066696166992,1103,0,3088.682,0,-9999,0,0,0,NA
198429,7010:124:2,126151,2.5,2,-105,-104.5,2.25,-104.75,3088.68,3088.68,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3088.68,-9999,-9999,-9999,-9999,3446,3642,3525,45.42,26.1625480651855,1.24582505226135,34.1791191101074,34.685001373291,8.87800008058548,0,206.953186035156,137.393890380859,1075,0,3088.682,0,-9999,0,0,0,NA
198430,7010:124:3,125432,3,2.5,-104.5,-104,2.75,-104.25,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,3434,3682,3532,35.29,26.5135822296143,1.18219196796417,34.1372451782227,34.685001373291,7.993999868631359,0,206.342681884766,137.631576538086,1056,0,3087.505,0,-9999,0,0,0,NA
198431,7010:124:4,125431,3,2.5,-105,-104.5,2.75,-104.75,3087.5,3087.5,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3087.5,-9999,-9999,-9999,-9999,3420,3695,3558,41.33,26.5040988922119,1.23560202121735,34.155933380127,34.685001373291,8.0340001732111,0,206.417144775391,137.384490966797,1026,0,3087.505,0,-9999,0,0,0,NA
198432,7010:130:1,124720,3.5,3,-100.5,-100,3.25,-100.25,3086.09,3086.09,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3086.09,-9999,-9999,-9999,-9999,3002,3575,3325,100.19,26.829963684082,1.37361598014832,33.9114837646484,34.669506072998,7.50399986281991,0,205.819793701172,130.840942382813,1014,0,3086.094,0,-9999,0,0,0,NA
198433,7010:130:2,124719,3.5,3,-101,-100.5,3.25,-100.75,3086.09,3086.09,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3086.09,-9999,-9999,-9999,-9999,2879,3530,3307,85.74,26.8293151855469,1.36758005619049,33.9489631652832,34.6748580932617,7.5059998780489,0,205.813598632813,131.30078125,1069,0,3086.094,0,-9999,0,0,0,NA
