ID,CsquareCode,LOICZID,NLimit,Slimit,WLimit,ELimit,CenterLat,CenterLong,CellArea,OceanArea,PWater,ClimZoneCode,FAOAreaM,FAOAreaIn,CountryMain,CountrySecond,CountryThird,CountrySubMain,CountrySubSecond,CountrySubThird,EEZ,LME,LMEBorder,MEOW,OceanBasin,IslandsNo,Area0_20,Area20_40,Area40_60,Area60_80,Area80_100,AreaBelow100,ElevationMin,ElevationMax,ElevationMean,ElevationSD,DepthMin,DepthMax,DepthMean,DepthSD,SSTAnMean,SBTAnMean,SalinityMean,SalinityBMean,PrimProdMean,IceConAnn,OxyMean,OxyBMean,LandDist,Shelf,Slope,Abyssal,TidalRange,Coral,Estuary,Seamount,MPA
198734,7010:485:3,116790,9,8.5,-105.5,-105,8.75,-105.25,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,3020,3365,3177,65.8,28.084680557251,1.49895298480988,33.4079437255859,34.6730003356934,7.952000014483931,0,203.958709716797,122.950859069824,524,0,3055.09,0,-9999,0,0,0,NA
198735,7010:485:4,116789,9,8.5,-106,-105.5,8.75,-105.75,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,3149,3459,3294,63.61,28.0796909332275,1.3583710193634,33.3918228149414,34.6820449829102,7.71600008010864,0,203.943176269531,127.110061645508,474,0,3055.09,0,-9999,0,0,0,NA
198736,7010:486:1,117508,8.5,8,-106.5,-106,8.25,-106.25,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3082,3873,3504,179.59,27.997709274292,1.21490597724915,33.3987312316895,34.6824798583984,7.14799994602799,0,203.963119506836,134.255020141602,452,0,3059.077,0,-9999,0,0,0,NA
198737,7010:486:2,117507,8.5,8,-107,-106.5,8.25,-106.75,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3231,4004,3580,177.23,27.9991760253906,1.15544903278351,33.4006614685059,34.6856307983398,6.9900001399219,0,204.042037963867,139.562194824219,408,0,3043.24736481242,15.8296351875809,-9999,0,0,1,NA
198738,7010:486:3,116788,9,8.5,-106.5,-106,8.75,-106.25,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,2807,3586,3309,106.63,28.0736064910889,1.3513720035553,33.3790893554688,34.6824798583984,7.51700019463897,0,203.950119018555,127.461395263672,424,0,3055.09,0,-9999,0,0,0,NA
198739,7010:486:4,116787,9,8.5,-107,-106.5,8.75,-106.75,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,2554,3562,3323,165.39,28.0697154998779,1.236456990242,33.3839645385742,34.6827774047852,7.34400004148483,0,204.004776000977,133.741973876953,376,0,3055.09,0,-9999,0,0,0,NA
198740,7010:487:1,117506,8.5,8,-107.5,-107,8.25,-107.25,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3429,4047,3641,123.77,27.9937934875488,1.22575294971466,33.3996505737305,34.6829986572266,6.8359998986125,0,204.115631103516,134.841506958008,368,0,2826.42874919094,232.648250809061,-9999,0,0,0,NA
198741,7010:487:2,117505,8.5,8,-108,-107.5,8.25,-107.75,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3481,4150,3733,109.33,27.9808444976807,1.1568009853363,33.4004669189453,34.6855545043945,6.69499998912215,0,204.184631347656,139.868301391602,332,0,2373.18529596413,685.891704035874,-9999,0,0,0,NA
198742,7010:487:3,116786,9,8.5,-107.5,-107,8.75,-107.25,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,2120,3631,3410,186.31,28.0679206848145,1.3241640329361,33.3842277526855,34.6829643249512,7.1660000830888695,0,204.077789306641,129.347564697266,331,0,3055.09,0,-9999,0,0,1,NA
198743,7010:487:4,116785,9,8.5,-108,-107.5,8.75,-107.75,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,3295,3808,3538,93.4,28.0572376251221,1.25366604328156,33.3774871826172,34.6829986572266,6.99600018560886,0,204.141723632813,133.62272644043,289,0,3055.09,0,-9999,0,0,0,NA
198744,7010:488:1,117504,8.5,8,-108.5,-108,8.25,-108.25,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3534,4137,3809,116.37,27.9796867370605,1.17402994632721,33.4039039611816,34.6829986572266,6.57299999147654,0,204.239593505859,138.866165161133,303,0,2364.0628225539,695.014177446103,-9999,0,0,0,NA
198745,7010:488:2,117503,8.5,8,-109,-108.5,8.25,-108.75,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3473,4301,3767,122.23,27.9826030731201,1.17506194114685,33.4118919372559,34.6830024719238,6.48299977183342,0,204.271362304688,139.249984741211,284,0,1947.02123067633,1112.05576932367,-9999,0,0,0,NA
198746,7010:488:3,116784,9,8.5,-108.5,-108,8.75,-108.25,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,3029,3810,3476,138.33,28.0468654632568,1.2464599609375,33.3701934814453,34.6829986572266,6.85299979522824,0,204.192245483398,134.760787963867,255,0,3055.09,0,-9999,0,0,0,NA
198747,7010:488:4,116783,9,8.5,-109,-108.5,8.75,-108.75,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,3306,3820,3573,109.7,28.0420265197754,1.25102496147156,33.3691940307617,34.6829986572266,6.74400012940168,0,204.228408813477,134.738464355469,231,0,3055.09,0,-9999,0,0,0,NA
198748,7010:489:1,117502,8.5,8,-109.5,-109,8.25,-109.25,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3779,4061,3906,56.42,27.971851348877,1.15926694869995,33.4185523986816,34.6854438781738,6.3769998960197,0,204.283294677734,140.825042724609,277,0,2397.36176241135,661.715237588652,-9999,0,0,0,NA
198749,7010:489:2,117501,8.5,8,-110,-109.5,8.25,-109.75,3059.07,3059.07,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3059.07,-9999,-9999,-9999,-9999,3412,4855,3945,230.87,27.9514999389648,1.17314505577087,33.4118537902832,34.6854057312012,6.24299980700016,0,204.285736083984,140.696533203125,284,0,1246.52617879418,1812.55082120582,-9999,0,0,0,NA
198750,7010:489:3,116782,9,8.5,-109.5,-109,8.75,-109.25,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,3531,4070,3796,109.59,28.0279941558838,1.27201402187347,33.3767700195313,34.6854057312012,6.62800017744303,0,204.255981445313,134.570327758789,222,0,2658.32506493507,396.764935064935,-9999,0,0,0,NA
198751,7010:489:4,116781,9,8.5,-110,-109.5,8.75,-109.75,3055.09,3055.09,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3055.09,-9999,-9999,-9999,-9999,3658,4351,3926,126.13,28.0091953277588,1.16036701202393,33.3759307861328,34.6854057312012,6.49499986320734,0,204.270004272461,141.638031005859,231,0,1507.70675324675,1547.38324675325,-9999,0,0,0,NA
198752,7010:495:1,116070,9.5,9,-105.5,-105,9.25,-105.25,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,2400,3318,3163,124.17,28.1767253875732,1.51643097400665,33.4234161376953,34.6730003356934,8.2590002566576,0,203.914611816406,121.789726257324,507,0,3050.87,0,-9999,0,0,0,NA
198753,7010:495:2,116069,9.5,9,-106,-105.5,9.25,-105.75,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,2393,3408,3270,122.29,28.1610698699951,1.38206303119659,33.4182548522949,34.6824798583984,7.95099977403879,0,203.906997680664,125.574256896973,454,0,3050.87,0,-9999,0,0,0,NA
198754,7010:495:3,115350,10,9.5,-105.5,-105,9.75,-105.25,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,2968,3306,3179,57.18,28.2740898132324,1.52652299404144,33.4404563903809,34.6730003356934,8.3830002695322,0,203.824111938477,120.963623046875,496,0,3046.418,0,-9999,0,0,0,NA
198755,7010:495:4,115349,10,9.5,-106,-105.5,9.75,-105.75,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,2757,3440,3248,140.68,28.2506046295166,1.38862204551697,33.4395561218262,34.6826667785645,8.07799957692623,0,203.837982177734,124.594215393066,442,0,3046.418,0,-9999,0,0,0,NA
198756,7010:496:1,116068,9.5,9,-106.5,-106,9.25,-106.25,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,3146,3639,3384,100.01,28.1505661010742,1.37389600276947,33.4044418334961,34.6826667785645,7.7399997971952,0,203.894454956055,125.920776367188,402,0,3050.87,0,-9999,0,0,0,NA
198757,7010:496:2,116067,9.5,9,-107,-106.5,9.25,-106.75,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,2747,3956,3398,166.84,28.1474609375,1.28208601474762,33.3998031616211,34.6827774047852,7.57399993017316,0,203.911651611328,130.591659545898,351,0,3050.87,0,-9999,0,0,0,NA
198758,7010:496:3,115348,10,9.5,-106.5,-106,9.75,-106.25,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,2769,3708,3282,184.45,28.2357921600342,1.32088994979858,33.4329147338867,34.6826286315918,7.836000062525271,0,203.825927734375,127.644798278809,388,0,3046.418,0,-9999,0,0,0,NA
198759,7010:496:4,115347,10,9.5,-107,-106.5,9.75,-106.75,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,3046,3985,3436,204.89,28.2332916259766,1.19907796382904,33.4238510131836,34.6825180053711,7.65200005844235,0,203.818725585938,136.355361938477,334,0,3046.418,0,-9999,0,0,0,NA
198760,7010:497:1,116066,9.5,9,-107.5,-107,9.25,-107.25,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,2613,3864,3417,202.95,28.1453380584717,1.34060502052307,33.3933982849121,34.6827392578125,7.40800006315112,0,203.966171264648,127.836479187012,301,0,3050.87,0,-9999,0,0,2,NA
198761,7010:497:2,116065,9.5,9,-108,-107.5,9.25,-107.75,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,3078,3727,3438,129.91,28.1343078613281,1.34122705459595,33.3832931518555,34.6828155517578,7.24900001659989,0,204.034469604492,128.10221862793,253,0,3050.87,0,-9999,0,0,0,NA
198762,7010:497:3,115346,10,9.5,-107.5,-107,9.75,-107.25,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,2783,3934,3325,255.7,28.220645904541,1.35406303405762,33.4167175292969,34.6824073791504,7.48200016096234,0,203.858871459961,126.894172668457,281,0,3046.418,0,-9999,0,0,0,NA
198763,7010:497:4,115345,10,9.5,-108,-107.5,9.75,-107.75,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,2667,3859,3377,220.5,28.2018623352051,1.19625496864319,33.4062652587891,34.6823692321777,7.35499989241362,0,203.919769287109,137.185073852539,228,0,3046.418,0,-9999,0,0,0,NA
198764,7010:498:1,116064,9.5,9,-108.5,-108,9.25,-108.25,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,3128,3676,3439,106.79,28.1163101196289,1.26641702651978,33.3691864013672,34.6828880310059,7.1000000461936,0,204.094024658203,133.374664306641,211,0,3050.87,0,-9999,0,0,0,NA
198765,7010:498:2,116063,9.5,9,-109,-108.5,9.25,-108.75,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,3339,3834,3540,85.58,28.1006469726563,1.2694840431213399,33.3551902770996,34.6829986572266,6.94099999964237,0,204.143585205078,133.361358642578,179,0,3050.87,0,-9999,0,0,0,NA
198766,7010:498:3,115344,10,9.5,-108.5,-108,9.75,-108.25,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,2984,3572,3360,111.42,28.1775283813477,1.36499500274658,33.3937492370605,34.6824073791504,7.22899986431003,0,203.982727050781,127.023025512695,178,0,3046.418,0,-9999,0,0,1,NA
198767,7010:498:4,115343,10,9.5,-109,-108.5,9.75,-108.75,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,749,3575,3094,544.38,28.1452941894531,1.29650402069092,33.376880645752,34.6824798583984,7.08399992436171,0,204.035903930664,131.52717590332,133,0,3046.418,0,-9999,0,0,1,NA
198768,7010:499:1,116062,9.5,9,-109.5,-109,9.25,-109.25,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,3345,3930,3624,119.55,28.0794010162354,1.27293801307678,33.3489837646484,34.6829643249512,6.78700022399426,0,204.187072753906,133.166976928711,166,0,3050.87,0,-9999,0,0,0,NA
198769,7010:499:2,116061,9.5,9,-110,-109.5,9.25,-109.75,3050.87,3050.87,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3050.87,-9999,-9999,-9999,-9999,3237,4042,3675,176.74,28.0647983551025,1.19301295280457,33.3507080078125,34.6850738525391,6.65599992498755,0,204.206344604492,138.228332519531,179,0,2891.69417391304,159.175826086957,-9999,0,0,0,NA
198770,7010:499:3,115342,10,9.5,-109.5,-109,9.75,-109.25,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,2860,4095,3500,192.51,28.1216640472412,1.29406094551086,33.3593368530273,34.6826324462891,6.94199977442622,0,204.094329833984,131.726318359375,110,0,2812.07815384615,234.339846153846,-9999,0,0,0,NA
198771,7010:499:4,115341,10,9.5,-110,-109.5,9.75,-109.75,3046.41,3046.41,100,NT,77,NA,NA,NA,NA,NA,NA,NA,107,NA,0,20165,31000,-9999,0,0,0,0,0,3046.41,-9999,-9999,-9999,-9999,3109,4102,3665,180.31,28.1009941101074,1.20551097393036,33.3518753051758,34.6840362548828,6.81000016629696,0,204.129791259766,137.247131347656,133,0,2733.49288821752,312.925111782477,-9999,0,0,0,NA
198772,7011:100:1,129020,0.5,0,-110.5,-110,0.25,-110.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3734,3876,3788,26.42,24.1380710601807,1.1160249710083,34.7480201721191,34.6910018920898,15.1909999549389,0,207.573440551758,144.805480957031,1173,0,3091.036,0,-9999,0,0,0,NA
198773,7011:100:2,129019,0.5,0,-111,-110.5,0.25,-110.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3771,3930,3856,38.29,24.1556987762451,1.11478495597839,34.7563209533691,34.6910018920898,15.1380002498627,0,207.540954589844,144.889312744141,1180,0,3091.036,0,-9999,0,0,0,NA
198774,7011:100:3,128300,1,0.5,-110.5,-110,0.75,-110.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3729,3838,3776,15.4,24.5291748046875,1.11764097213745,34.6414260864258,34.6910018920898,14.2949996516109,0,208.389236450195,144.640090942383,1118,0,3090.8,0,-9999,0,0,0,NA
198775,7011:100:4,128299,1,0.5,-111,-110.5,0.75,-110.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3762,3926,3842,38.53,24.5498943328857,1.11543595790863,34.6521110534668,34.6910018920898,14.28799983114,0,208.346343994141,144.746475219727,1125,0,3090.8,0,-9999,0,0,0,NA
198776,7011:101:1,129018,0.5,0,-111.5,-111,0.25,-111.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3814,4084,3911,52.05,24.1707286834717,1.11181700229645,34.7670783996582,34.6910018920898,15.0739997625351,0,207.516235351563,145.017242431641,1189,0,2129.38035555556,961.655644444444,-9999,0,0,0,NA
198777,7011:101:2,129017,0.5,0,-112,-111.5,0.25,-111.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3882,4024,3964,27.35,24.1918773651123,1.10474395751953,34.7792739868164,34.6910362243652,15.0170000270009,0,207.495834350586,145.495162963867,1201,0,2568.60738028169,522.42861971831,-9999,0,0,0,NA
198778,7011:101:3,128298,1,0.5,-111.5,-111,0.75,-111.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3789,3971,3890,33.65,24.5656547546387,1.11529302597046,34.6628723144531,34.6910743713379,14.2700001597404,0,208.294708251953,144.769729614258,1135,0,3090.8,0,-9999,0,0,0,NA
198779,7011:101:4,128297,1,0.5,-112,-111.5,0.75,-111.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3897,3985,3941,18.61,24.5880374908447,1.11229801177979,34.6764678955078,34.6911468505859,14.232000336051,0,208.265640258789,145.02571105957,1148,0,3090.8,0,-9999,0,0,0,NA
198780,7011:102:1,129016,0.5,0,-112.5,-112,0.25,-112.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3906,4097,3985,31.52,24.2155170440674,1.09824705123901,34.7916488647461,34.6912231445313,14.9720003828406,0,207.472442626953,146.070648193359,1216,0,1521.24284816754,1569.79315183246,-9999,0,0,0,NA
198781,7011:102:2,129015,0.5,0,-113,-112.5,0.25,-112.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3833,4106,3992,38.62,24.2372398376465,1.09437799453735,34.8038940429688,34.69140625,14.9360001087189,0,207.428787231445,146.633438110352,1233,0,1890.85352380952,1200.18247619048,-9999,0,0,0,NA
198782,7011:102:3,128296,1,0.5,-112.5,-112,0.75,-112.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3908,3983,3950,10.93,24.6059379577637,1.10713601112366,34.6906967163086,34.6912574768066,14.1989998519421,0,208.250137329102,145.489135742188,1163,0,3090.8,0,-9999,0,0,0,NA
198783,7011:102:4,128295,1,0.5,-113,-112.5,0.75,-112.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3893,3998,3939,16.81,24.6181488037109,1.10231304168701,34.7032051086426,34.6913719177246,14.1690000891685,0,208.22966003418,146.022521972656,1181,0,3090.8,0,-9999,0,0,0,NA
198784,7011:103:1,129014,0.5,0,-113.5,-113,0.25,-113.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3954,4150,4025,46.31,24.2580394744873,1.06749403476715,34.8144454956055,34.691593170166,14.9010000750422,0,207.370498657227,147.890487670898,1252,0,725.447224489796,2365.5887755102,-9999,0,0,0,NA
198785,7011:103:2,129013,0.5,0,-114,-113.5,0.25,-113.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,4016,4159,4091,34.31,24.2735004425049,1.06717896461487,34.8229293823242,34.6917762756348,14.8689998313785,0,207.32666015625,148.089660644531,1274,0,0,3091.036,-9999,0,0,0,NA
198786,7011:103:3,128294,1,0.5,-113.5,-113,0.75,-113.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3886,4002,3941,25.14,24.6313629150391,1.0987720489502,34.7149543762207,34.6916313171387,14.139000326395,0,208.188735961914,146.519424438477,1201,0,3037.51034482759,53.2896551724138,-9999,0,0,0,NA
198787,7011:103:4,128293,1,0.5,-114,-113.5,0.75,-113.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3954,4080,4011,27.53,24.6458930969238,1.06744801998138,34.7257423400879,34.6917762756348,14.1200004145503,0,208.151397705078,148.050430297852,1223,0,1128.3873015873,1962.4126984127,-9999,0,0,0,NA
198788,7011:104:1,129012,0.5,0,-114.5,-114,0.25,-114.25,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3928,4120,4018,39.35,24.2938423156738,1.06594300270081,34.8316421508789,34.6918907165527,14.8369995877147,0,207.283248901367,148.403503417969,1297,0,1159.1385,1931.8975,-9999,0,0,0,NA
198789,7011:104:2,129011,0.5,0,-115,-114.5,0.25,-114.75,3091.03,3091.03,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3091.03,-9999,-9999,-9999,-9999,3930,4052,3974,25.96,24.3153972625732,1.06387996673584,34.840446472168,34.6920013427734,14.8080000653863,0,207.233734130859,148.936309814453,1323,0,1773.54524590164,1317.49075409836,-9999,0,0,0,NA
198790,7011:104:3,128292,1,0.5,-114.5,-114,0.75,-114.25,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3911,4122,4003,42.79,24.6668186187744,1.06685602664948,34.7354469299316,34.6917762756348,14.1230002045631,0,208.119201660156,148.259490966797,1248,0,1303.70236966825,1787.09763033175,-9999,0,0,0,NA
198791,7011:104:4,128291,1,0.5,-115,-114.5,0.75,-114.75,3090.8,3090.8,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.8,-9999,-9999,-9999,-9999,3891,3960,3928,13.04,24.6764907836914,1.0952320098877,34.743953704834,34.6919250488281,14.130000025034,0,208.086242675781,147.624481201172,1274,0,3090.8,0,-9999,0,0,0,NA
198792,7011:110:1,127580,1.5,1,-110.5,-110,1.25,-110.25,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,3686,3819,3768,17.21,25.0450000762939,1.17209994792938,34.5376358032227,34.685001373291,12.8189995884895,0,208.522705078125,142.721725463867,1062,0,3090.33,0,-9999,0,0,0,NA
198793,7011:110:2,127579,1.5,1,-111,-110.5,1.25,-110.75,3090.33,3090.33,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3090.33,-9999,-9999,-9999,-9999,3723,3839,3782,18.04,25.0646858215332,1.16385197639465,34.5492630004883,34.6910362243652,12.8380004316568,0,208.511840820313,143.189376831055,1070,0,3090.33,0,-9999,0,0,0,NA
198794,7011:110:3,126860,2,1.5,-110.5,-110,1.75,-110.25,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,3729,3860,3785,22.84,25.5836334228516,1.16805005073547,34.4611129760742,34.6906661987305,11.1250001937151,0,208.080001831055,142.127700805664,1007,0,3089.624,0,-9999,0,0,0,NA
198795,7011:110:4,126859,2,1.5,-111,-110.5,1.75,-110.75,3089.62,3089.62,100,NT,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31000,-9999,0,0,0,0,0,3089.62,-9999,-9999,-9999,-9999,3714,3877,3786,25.46,25.588924407959,1.16213297843933,34.4724578857422,34.6910743713379,11.1910002306104,0,208.107849121094,142.569488525391,1015,0,3089.624,0,-9999,0,0,0,NA
